6d656b616d62	0	21	111111100100001111111100000101100001000001101110100101001011101101110100001001011101101110101101101011101100000100001001000001111111101010101111111000000000110000000000101010100000100010010010010000001010100011101001111001011101111001110010101110110000100000101111011100010000000001100001101111111111100100100011011100000100100001110011101110101010101010011101110100101010111010101110101001011111101100000100101110000010111111101001011100011
6d656b616d62	1	21	111111101001001111111100000100001001000001101110101000001011101101110100100001011101101110100000101011101100000101100001000001111111101010101111111000000000011000000000101000110101100100101000111010100000001001111100101100001000101011011000000100011010110101111010001001000000000001001011000101111111101001110110001100000100001011011001101110100111111111001101110100000000010000101110101100001010111100000100000100101000111111101100001001001
6d656b616d62	2	21	111111100010001111111100000100101101000001101110101011001011101101110101000101011101101110101011101011101100000101000101000001111111101010101111111000000001111100000000101111100110101111100100011010000100101101100111110111010011110111111000100000111110101110100001010010011000000001101111100001111111100010101101010100000101101111111101101110101100100100010101110101100100110100101110101111010001100100000100100000001100111111101111010010010
6d656b616d62	3	21	111111101010001111111100000101000001000001101110100101101011101101110101000101011101101110100110001011101100000100110001000001111111101010101111111000000001010000000000101101110000001001011100011010000100101101001010111010111110011001001010010110001000101110100001010010011000000001000010001100111111101100011011100100000101101111111101101110100001001001111101110101010010000010101110101111010001100100000100001101100001111111101001100100100
6d656b616d62	4	21	111111101110001111111100000100001101000001101110100000101011101101110101011001011101101110101111101011101100000101100101000001111111101010101111111000000001100000000000100010111010111111001111111001100111001110000100110100110000010011100000111100100010110010111101001110000000000001001100000010111111101001001110110100000100110011100001101110101000111000001101110100000111010111101110100100110010000100000100111100010000111111101011001110001
6d656b616d62	5	21	111111100001001111111100000101001101000001101110101011001011101101110101110101011101101110100011101011101100000100100101000001111111101010101111111000000001011100000000100000101110111001110101101011110101011100100111110111010011110111011000000000011110110101111010001001000000000001001111000001111111100010101101010100000100011110001100101110100100100100010101110100000100010100101110100100001010111100000100000000101100111111101111010010010
6d656b616d62	6	21	111111101001001111111100000101001101000001101110101001001011101101110100110101011101101110101010101011101100000100111101000001111111101010101111111000000000011100000000100111111100110010111101101011110101011100101110111110011010111111000000011000000110110101111010001001000000000001001100000010111111101000111111000100000101011110001100101110101101101101011101110101011100001100101110100100001010111100000100000011101111111111101101000000000
6d656b616d62	7	21	111111100100001111111100000100110001000001101110100100001011101101110100001001011101101110100111101011101100000101000001000001111111101010101111111000000000100000000000100101101001110100000010010000001010100011111011101011001111101000111011100111111001100000101111011100010000000001110011111101111111100101101010010100000101100001110011101110100000111000001101110101100011110011101110100001011111101100000100111100010000111111101000010101010
6f7470617574683a2f2f746f74702f6d656b616d622d636861743a70726f64756b636a613f7365637265743d5351364c5558534c324e37344d3744353647374f535a5951484a4a3555353546266973737565723d6d656b616d622d63686174	0	41	1111111000011111111100000000010110111111110000010111101110011010111011111101000001101110100111100001110000000010010010111011011101000110001011111011010101100101110110111010111001110110000000010111001011101100000100010001011010101110110110010000011111111010101010101010101010101010111111100000000001000101101011001000110000000000101010100011010011011100111001111000100100011000000010001110011001100110001000011111010010110111111110001001101010110101011110110000111011001100110010111100000000001110101000010010100001111100111111110101110101001101010010001011111001110111001001100010111111110000100001101011000110101011000100011101101011101101111011100000001110101111101110101100111100010000111101010111010011011110001100010010111011010000010011011001100110001011001000111011111101101011100011101011110100001000100100101011000110100001011110100001001111101110010001101010011110101111110011000100011100001110010111000111101010000001000100011111111000010011010011101111111111111100100100011001111010111011110011011100010000110101011011001010011101010110011001010001100001010001101101100010000100000001001111101111100110100111010010111011110111100001000101011010010100000111100001011101111001001011001010101110011111101001010101110010101001101110001110111110000010010001110001101100100110101111110111101000110010010011100100101101011111011110100000011111100010000000011011111101111111001101010001000111111110000011110100001011000001101010101100000100011100000011110000001111000100101011101011011110000000110000110011111011110111010001001011001111000001100000111000101110101010100000001110100000011001100111000001001001010101111011110010111110101011111110111000000011111011001101110011011
6f7470617574683a2f2f746f74702f6d656b616d622d636861743a70726f64756b636a613f7365637265743d5351364c5558534c324e37344d3744353647374f535a5951484a4a3555353546266973737565723d6d656b616d622d63686174	1	41	1111111011001010101001010101000010111111110000010001000100110000010001010101000001101110101010110100100101010111000010111011011101001100100001010001111111000101110110111010001100100011010101000010001011101100000101111011110000000100011100010000011111111010101010101010101010101010111111100000000011101111000001100010011000000000101000110110000110001001101100101001001010110010101000100100110011001100100010110110000111100010101011011100111111100000001100011010010001100110011000010110101010101011111101000111110100101001101010100000111111100111111000100001010011011101100011110111101010100101110100111110010011111111101110110111000001000111010001001010100111111010111011111001101001000101101000000101111001110100100110111000010001111010110110001100110011011110011101101110101000100001001001000001011110100010001110000001010011110100001011110100011010111011000101000000110100000101011001101110110110100111000010010010111111010100010001001010101010111001111001000101010101010110001110111100101111101110100110001001000101100000010001100000110111111100110011111011001011000100111000110111010001010100011010111011001100001101111000010001011101001011101100001111000001010010110100001000101100011001100000000100110101000011111111011000001100111011011011101011010111000100100100100110001100000101011101000010011000111001110001111000001010001011110101001111110110000000010001010111010101100111110001101111111110110110100001011110010100101011111100000100110110101001011010100101000110001011101000001011010101100101100111111110110111010011100001100101101011001010010010101110101111110101011011110101001100110011000001000011111111010001011000010100000011111110101101010110101110011000100110001
6f7470617574683a2f2f746f74702f6d656b616d622d636861743a70726f64756b636a613f7365637265743d5351364c5558534c324e37344d3744353647374f535a5951484a4a3555353546266973737565723d6d656b616d622d63686174	2	41	1111111001111100011111100011110100111111110000010011010110100010000011000101000001101110101001101111111110001100011010111011011101010101101000011000110110000101110110111010100001001110111000101111101011101100000101011111010100100000111000010000011111111010101010101010101010101010111111100000000101111101010011110000001000000000101111100101011101010010110111110011111001111010100001101101111010000101101011111111101010001111000110110001010010001101100000111010110101000010111100110010001110001101001011110001000010011111011100010110001101100101101010110011000001001111110001101100110001111110101111100101001000100100100110111110001000001110011000000011101110010111010110010100000100101000000101101001011001010000000010011100110101011110010000111010000101101000101011011000011110010011001011010011001100110000011100010011001000101111010000101111000001100000011110001000111101001100010000100111111111101110101111111111010010111001111100100111000110011001011101100001110001110010101010011010011001011000010000111111110011010110100011100010100101101110100001101001011001011111100011101100001010001111000001100000000100000100110001011000010100000010100101100010101100111111011001100101000001110101000000100000010001100111011011111100101010001101101101011101100001110010010010010100001110010111001111010000001010101011101010100011010001010000101110011111101100000000011000011110011100101110110001100111111110011011001100110011111001101010010100000101010010001101111110000001000110101011101010111101100011010011010011111000010111010101110011110111111001011000000000101110101100101110000000101110010111101001000001001010110110011000010001011101001011111110100000111011000011110101001011100
6f7470617574683a2f2f746f74702f6d656b616d622d636861743a70726f64756b636a613f7365637265743d5351364c5558534c324e37344d3744353647374f535a5951484a4a3555353546266973737565723d6d656b616d622d63686174	3	41	1111111011111100011111100011110100111111110000010101100000010100110101110001000001101110100111011001001000111010101010111011011101010101101000011000110110000101110110111010010111111000001110011001001011101100000100101001100010010110001110010000011111111010101010101010101010101010111111100000000111001011100101000110111100000000101101110011101011100100000001000010010111111010100001101101111010000101101011111101011110111001110000000111100100111011010110001000000011110100001010000100111000111101001011110001000010011111011100010110011011000011011100000101110111111001000111011010100111001000011001010011111110010010100110111110001000001110011000000011101100100011100000100010110010011110110011011111101011100110110100101010000011101000100000111010000101101000101011011000011110000101101101100101111010000110101010100101111110111001100110011001110111010110101000001000111101001100010000100111111111101100011011001001100100001111001010010001110000101011101011010111000111000100011100101010011001011000010000111111110011010110110101000100010011011000010111011111101111101001110101011010111100111001110111010110000100000100110001011000010100000010100111010110011010001001101111010011110111000011110010010110100111010001101101001010011010001101101101011101100001110010010010000010101000100001111001100110111100011101011100110101100111100110011000101111111010000000011000011110011100101110110001100111111110101101111010000101001111101010100100000101100100111011001000110111000100011011101000111101100011010011010011111000010111010111000101000001001111101110110110101110101010011000110110011000100001011111000001001010110110011000010001011101001011111110110110001101110101000011111101010
6f7470617574683a2f2f746f74702f6d656b616d622d636861743a70726f64756b636a613f7365637265743d5351364c5558534c324e37344d3744353647374f535a5951484a4a3555353546266973737565723d6d656b616d622d63686174	4	41	1111111010111011011000100100110010111111110000010001011000101100001101001001000001101110100010001100011101101111111010111011011101010010101111011111110001000101110110111010110000111111001001011110001011101100000101111100110111000011011011010000011111111010101010101010101010101010111111100000000100001100100010000001111000000000100010111001000001001110101011101111110011000010011001010101000010111101010011000101100110000001001000111111011100000011101100100010101001011110100000101110010010011010001100110110000101011000011011010001000011101011100100111101001111000001111111001111110010011101001100000110101011000111100000111001001111001001011111000100101011100110100111100101110101011001110100011010111010110011100001111111010110111101111000001010111101010000010011100000100110100010101010100010111101000001101101100010010100110011001100110011011101111100000010110000000101110100101000011111000111010100100011110001011100110111110010101001001010000001000001111101101101101110110110001101011110011111010111111000110100010001101101101100101011100000101111100111010111111100100000001111101001101100100010000011000010000011110110011111010011000101100000010011011101001110101000010100110000000110100011000011110010000100111000011111000010111101010101100101011001001010101010100101101111100110111110100001111011011010110110111111001101001100110010001111110000000000010000100110100100010110010001011111111110110101000010111101110111101010011100000100001110010001100010011101000110111011101011111010100100010100010111111111010111010011111101111001110111010110001110101110100111001101100011001101110100001011000001001101110001011111010110011010001111111110110001001010110010000100111010010
6f7470617574683a2f2f746f74702f6d656b616d622d636861743a70726f64756b636a613f7365637265743d5351364c5558534c324e37344d3744353647374f535a5951484a4a3555353546266973737565723d6d656b616d622d63686174	5	41	1111111001001010101001010101000010111111110000010101010100100000000001000101000001101110101001101111111110001100011010111011011101011001110100000100101010010101110110111010000001001110111000101111101011101100000100111111110100000000011000010000011111111010101010101010101010101010111111100000000111111111010001110010001000000000100000101101011101010010110111110110011101100110111101110001100110011001110111100011101010001111000110110001010010001101100000011010010101100010011100010010101110101011111101000111110100101001101010100000101111100111101000110001000011001101110011101100110001111110101111100101001000100100111010100010010100010010000100011111110010010111010110010100000100101000000101101001111001110000100010111100010101111110110110001100110011011110011101101110101000110001001001010001001110110010011110010001001000101111010000101111000001100000011110010100100001010000001100111011100011110010101111111111010010111001111100100111000110111001111101000001010001010010001010111100101111101110100110001001000101100000000001100000100111101100100011101011011011011111100011101100001010001111000001100000011000011000101101000100001000011110111001100010101100111111011001100101000001110101100000000000110001000111111011011100001100111011011011101011010111000100100100110110001100010101001101010010001000101001101010100011010001010000101110011111101100000000010100000010000000110010110001111011111110011011001100110011111001101010010100000100110010101101011110100001000110001011101000001011010101100101100111111110110111010011110001110101111011011010000010101110100100101110000000101110010111101001000001000110101010000100001101000001010111111110100000111011000011110101001011100
6f7470617574683a2f2f746f74702f6d656b616d622d636861743a70726f64756b636a613f7365637265743d5351364c5558534c324e37344d3744353647374f535a5951484a4a3555353546266973737565723d6d656b616d622d63686174	6	41	1111111011001010101001010101000010111111110000010101011000101100001101001001000001101110101011111101101100011110001010111011011101001001110100000100101010010101110110111010100101101010011100001011001011101100000100100111101100011000000000010000011111111010101010101010101010101010111111100000000011110011011101111110000100000000100111111111001111000000100101100100101111100110111101110001100110011001110111100011001110101011100010010101110110101001000000000010001101111010000100001010110110111011111101000111110100101001101010100000100011101011100100111101001111000001111111111110100011101100111101110111011010110110111010100010010100010010000100011111110010110011110010110000100000001100100001001001100001101000111010100100001101100110100110001100110011011110011101101110101000111101000101011101000010111110010010011101011010111101000010111101010011110010001100010100100001010000001100111011100011110010001011011011110110011101011000000011100110100001100101011001001001001010010010101100101111101110100110001001000101100000001101101100101011100000101111100111010111001101110001111110011000011101010011110010011000011000101101000100001000011110111001000110001000011011111101000001100101010101111000011000101001011111100011000100011100111011011011101011010111000100100100111010000000011001000001011110000100100101111000110001000011000010111100001111111110000000010100000010000000110010110001111011111110111111101000010111011101101010110100000101101010110101000110111001000110011011101010001011010101100101100111111110110111010111111101111001110111010110001110101110100110111100010010111100000101111011000001000110101010000100001101000001010111111110100100011111100111010001101111000
6f7470617574683a2f2f746f74702f6d656b616d622d636861743a70726f64756b636a613f7365637265743d5351364c5558534c324e37344d3744353647374f535a5951484a4a3555353546266973737565723d6d656b616d622d63686174	7	41	1111111000011111111100000000010110111111110000010010100111010011110010110101000001101110100110101000111001001011011010111011011101000110001011111011010101100101110110111010010000111111001001011110001011101100000101011000010011100111111111010000011111111010101010101010101010101010111111100000000000001100100010000001111000000000100101101010011010010101110000110101000000011000000010001110011001100110001000011110011011111110110111000000100011111100010111111001110010000101111011110101001001001110101000010010100001111100111111110101111100000100011011000010110000111110000000101011110110111001101000100010001111100011000100011101101011101101111011100000001111100110100111100101110101011001110100011110011010010111000101011011110010011001010011011001100110001011001000111011111101100010101010100010111101000001101101100010001111101000010111101000000110100111011001101010011110101111110011000100011100001111011110001110100011001000001101010110110001011010011010100110110110110101101101011001111010111011110011011100010000110101010010000011010100011111010000011000101000011000100100101011001101001000000110100111100110100111010010111011110111100001000100010011011101001110101000010100110000000010000011100111010110100000011100111011101001101110001110111110000010010001110001100101101111100110111110100001111011011010101101100100010110010111101001011111101010000000011011111101111111001101010001000111111110001010111101000010001000101011100100000101010101001010111001000111000101101011101001011110000000110000110011111011110111010100000010000110001000101001110001101110100011101001000111101001010000101111000001001001010101111011110010111110101011111110110001001010110010000100111010010
6d656b616d623a2f2f7472616e736665723f693d7658336b5139704c6d4e327254377759624334644567266b3d6e384b70326d51377652347459367549396f50316153336446356748376a4b306c5a387843327642346e4d	0	41	1111111000110001001101100001111100111111110000010110010110101001111011011101000001101110100111110100001111000111101010111011011101001011001010101110101011010101110110111010100100100101011100000110001011101100000100110100000010101100100111010000011111111010101010101010101010101010111111100000000000111111110011111111110100000000101010100111010010001111110001001000100100110010110010111101010101100101000110011011101010010111111000010000001010001111111001100011101010111100100111011101111100101110001010110011100011110101110110110000010111100100101001011101101011001001000100011001111001111000011010011111000100001111001100110101011110011010110111110010001100001010100110110001011011010001011000011010100001110100010100110100111100110010100011001111000110010000100100001000111001111000000000111000000011110010111011101010000010101110111010010010000010110110110011000100110000100010000100100111010000101110011111011110011010100001001000011001011010111000101100011110110010111001110010100101011011000010111001010100110011111100001101100011010001110001001001110001000001001101110110001100101010110001101110111111011000111110110011101000111010001000001010110111110000010111000011100001111100000000110000101111100110101110101011111001011000101100110001011001011000001010100111101111000110101001101011011010100111010001100100100101110001101101000011111111101110000000011100011011110000100101110001000111111110011111101010110010100100101010111100000100010100111100000111100001000100001011101010011110001100001010000011111100010111010011101100010110011100100010111000101110101010001000000100100001111101100111000001001001101001001001110010010001001011111110101110111011000001001100101001011
6d656b616d623a2f2f7472616e736665723f693d7658336b5139704c6d4e327254377759624334644567266b3d6e384b70326d51377652347459367549396f50316153336446356748376a4b306c5a387843327642346e4d	1	41	1111111011100100011000110100101000111111110000010000111100000011010001110101000001101110101010100001011010010010111010111011011101000001100000000100000001110101110110111010010001110000001001010011001011101100000101011110101000000110001101010000011111111010101010101010101010101010111111100000000010010101011001010101011100000000101000110010000111011010100100011001001010011000011000010111111111001111101100110010111111000010101101000101011111011010101011001001000000010110001101110111010110001011011111100110110110100000100011100101011101001110000011110111000001100011101110001100101100101101001111001010010001011011100110011111110100110000011101011000100101011111110011100100001110000100001101001000001011011110111110011110010110011000000110011010010011000101110001011101101100110010101010010010101001011000010001000000010111111011101111000111010111100011100111101110011010001000101110001101111010000111001010001011001111110100011101001100001000010010000110110100011000010011011000000000001110010111101100000001100110101001000111001001111011011011100011011011101011011000100011011001111111100100111011101011110010010100011001000010010000100010100011100010100101000010010110110100101001010010011010000101001100000100000001010011111101111001100100001100001101011111110010100101101100000011000001110000001101111011110001110000100100111000010110101111111010000000010110110001011010001111010001101111111110101010111111100111110001101011101100000100111110010110101101001011000110101011101001001011011001011111010111111001010111010001000110111100110110001000010010101110101111011101010001110100101000110011000001000011000011100011011000111011100011111110111011101110010100011001111100001
6d656b616d623a2f2f7472616e736665723f693d7658336b5139704c6d4e327254377759624334644567266b3d6e384b70326d51377652347459367549396f50316153336446356748376a4b306c5a387843327642346e4d	2	41	1111111001010010101110000010011110111111110000010010101110010001000011100101000001101110101001111010000001001001100010111011011101011000101001001101001000110101110110111010111100011101100100111110101011101100000101111010001100100010101001010000011111111010101010101010101010101010111111100000000100000111001011000111001100000000101111100001011100000001111111000011111001010000010001011110110110000110100101111011010010101111000000101000110010110111000111101001100100110010101001010011110010101101101001010000000000010110010101010011101111001100010001100101010011110001111100010111110111110110010100010001001010000000101110010110111101111001010100010001101100110010011110001001100011101001100000100100101011111010011010111010110010111100100000101100100101110011000111101011011010000000101000000000111011001010000011010010001100100000110100011100001100111000111100100110010011000001100111000100110011001110100111100110100010011001110000100001100100110010100010010000111100110111111100100110111000100001011010110111010000011111110101001011101001001001110001001001111001000011111000000010100100111111100000110000111010011101010000001011011001101011101010001111001000101111111011011001000100111110111010100001101000100000100101110111011011001111010010111010111011101001000100010111101110010001010011100010011111101001101010101011111111100011001101111111100000000000011111111000010011000110010001100111111110000111010010001010011100101010000100000101011010110010001001101111000110001011101011111101101111101001100011111111110111010111010100101110100100011010000000101110101100000110001010101111110011101001000001001010001010101010010001110010101011111110110110000011111001110100010001100
