1	L	1	7920	21	783e8567cfcc9397e13026edb741219953859bc0dbd6c2a1ca076f75fa6976eb
2	L	2	15839	25	be2a41402ed5eb7e05ec8f8fac58f4bdf7b1556f3e93fe152b685257ed306fbf
3	L	3	23758	29	263e93f27baef462659f3748cfc02d7714c382f02f54e7a368dde00c363501b4
4	L	4	31677	33	68679454a916af9dd7b2cfdfa584938e4a8a47881fd7292325d4ac2d5690646a
5	L	5	39596	37	b3b3f6381eb44f92a8315830e9d3c1cc3e5f74730dcfc9d75415436d7f718f53
6	L	6	47515	41	0482c676d22cbc00b80bda01a007f02b809f7f0753415e2bfeceeabd5c5ccbdc
7	L	7	55434	45	e1be04325312bc999980550a6299ef54be5a4aca579e9df3e453cfdd1d3a685a
8	L	0	63353	49	c4188ca79a4226278d3e90d1fb34ef5bca5ac544b07153b8d162d8998796fd56
9	L	1	71272	53	e363076c7d5c8545cc066b0104852d9c27a4387f5fc2f8e6bfc8b2a02a98d43a
10	L	2	79191	57	7b8dc8f3a3c7083591708c2699afd005ac7240a3e4e54217d5c05cceec79eeff
11	L	3	87110	61	673a2dd84fec8288d31649ed2f731f7ea631f2929786d87a8f42e3c3cc6bc4bd
12	L	4	95029	65	c7bfa40c80e0fe7ce55b73dc7826471a7d39c2aad8ae807bf83c691baccc6794
13	L	5	102948	69	c922e638f5b69e029ed628d84f9571836c82aad25f9ca71c38a618d71e9bd078
14	L	6	110867	73	48da5d141888e353984b69f70f5673641d7b3e863ca62750393b0976884bd90d
15	L	7	118786	77	8cf9f1ddbc45d8b0de4eee181a3348cb97d5bd67eefeef65097c8b421027db41
16	L	0	126705	81	6539a57084dd3a9bc938210471c8523780c44686fd919502e84647f20fe19203
17	L	1	134624	85	540159027b32d9fafeeaee767cb50c1a24af85f30adcbc24a6603e0f6cee9c69
18	L	2	142543	89	de73ab27d16d1bde49e8f4fbbaac64a29921a13e3f1a5ff05f96add4cd511327
19	L	3	150462	93	8e9fdb94fffe96b00fc6a0b8084f7a2cb2a249951d1f5850a568f14c561afefa
20	L	4	158381	97	221f807d51b4c96062ec6ad024d899061b0ff6adfc365c53029ebae49efb2fed
21	L	5	166300	101	936a7e70bb1de53a831603eec0286bb8f261c12b01ecc493a62041b577b222b4
22	L	6	174219	105	e58acc31d05192f9cd688a21736aa89c91d633290d14a9ac0633a7f4dca9759c
23	L	7	182138	109	c6222c06ff8d218187e2457d4e28841b8dd789ea1ae95e051cacf4dc9522dd08
24	L	0	190057	113	127e2979b7cae91a8e962ea5c446a91f9e1cb5b08015bebf1b20ce553b4fe451
25	L	1	197976	117	9290bd76a6cbfb79d90f3634c6c9573e0e1d1da4dc638624b2036fa3e5f3c295
26	L	2	205895	121	b00216ff9d5448d76f72e0317510c6a84d4026a1f94eb69812efc9d415581d6b
27	L	3	213814	125	4f56309679f1b71bf82cfcddfa9d6097b2723c881431989b2adc84999e7296cc
28	L	4	221733	129	c75c59f9baa2c627ff579f6431cccbc17059ea1a11ebd0a1085cff3d34f515e8
29	L	5	229652	133	25d4c71d0c43b56d2bf9ed8e602bbc8cb7b2c58581471a5663d2ba7aacccea96
30	L	6	237571	137	0424bda3053f33600be5008ec10e8cd3b5c9f77febc310d2f65e048bb4e8f897
31	L	7	245490	141	cc99ec3b2edfdb63e1e61efcab5c463124ec6a51ffbcb9e9908444e36d375186
32	L	0	253409	145	947eb0185558aecdc81ce6f0dd09e9aa09e5ad628a4c4b1effb2db16f4c66611
33	L	1	261328	149	6b8d6a3621eddfe4281dde46b1a6f8670bec5077e0220b37e26f72e1c0898f6a
34	L	2	269247	153	3382031831336c2b50e57d137e76488ff77b1685be0410693fa849f7b0fdd689
35	L	3	277166	157	b2a46983fcffe2a155dd743b6616a7ded579d1fda954ab814744965017887ca5
36	L	4	285085	161	fcae39fdc63afd9769f7f5ecb9100a4d295637a212c477aee7fb88ed07c6f10d
37	L	5	293004	165	fc3203f9773422025900f6a8f09aceccf59d7e9f9f14daa3fdb3dc5b7ef9c29b
38	L	6	300923	169	06f35ef5a619feaeb7b8239c3f10adf46227c81a004c42f37962ee0723912413
39	L	7	308842	173	4bf17a296cf7bca98865554641ac48b77ecc65adfc455bb50c1caa8c5f18508d
40	L	0	316761	177	a7748ed035d6a7fbd3b6f6139d12e3d20e0af647dc999c8070db14ea24786695
1	M	1	7921	21	1de10eaebf4fd986faeb105cf6e8459d797b2996d2a31d8541e759275b89cefc
2	M	2	15840	25	baac0954e3dd10b0125df2e4df01be568f3491a0280f6adc4456102afa3583fa
3	M	3	23759	29	92032fd2efe1584b31da28e7cd156bb695cb02fdfb5b401b9fea6330a20e4f78
4	M	4	31678	33	d7c4b9fd75dc85e09bbec6696025924cb68efe8ebe3b4fb91ae56c59129c1316
5	M	5	39597	37	59c140780f24a4d434ce3dd7e81cf443d0417a2f70a855757d2f60269a41b8db
6	M	6	47516	41	5b3311886517b138e094928c5dd889709b966e9902dac43e8ca7db247257ee9f
7	M	7	55435	45	5413d7dfa02e602a163f341d194c872e0548987bcbf2d0a64193f993f920ed6d
8	M	0	63354	49	bdec5ecacf7f703d29c7680574d2706e394524d77a4e0ddf78833c1ad7539efa
9	M	1	71273	53	9b9ab5e026d148bb62cd12bb49572403997c486b7149d44fc6caa3ba41597ae6
10	M	2	79192	57	f245e18a491c3d2635f4f368c7ebfee06a1731d344aa86b473dd7667f0eb3a07
11	M	3	87111	61	f6842aee91994a5454098f184c0896fb4efe50efda35280a3261864b98dc3aa9
12	M	4	95030	65	7727b8e5c6e639b7086b466b04864c2ceb38e1e1e21433197ff6836b06fb8873
13	M	5	102949	69	5e1e757e5fdd085088de756baa21420efe624fdbcba68b6824626742b28644fc
14	M	6	110868	73	ca1653118e5952121c05820bbd742f1edc91b291e364e2d4a674dea012f5a713
15	M	7	118787	77	dbc7e13fb63b15e38ceb518233780576e8a7ce302eb64f28f5431d9d95497085
16	M	0	126706	81	8bb51f34672f8ae540337d225cfe9322f69b7332f733cfdc86b6e58f560103c4
17	M	1	134625	85	a04cff5489958f7f6a8d3b7c2fb0c8b247e3e1066137f7cb589097bcfa98f754
18	M	2	142544	89	196c5c1e779d31481835e525aed9af1b42ee7a787cd78eabfe147e8aafbb2a9f
19	M	3	150463	93	d8abc8e3f176a004033a03a6e704239864f76f8dcf7fb6e5ad9b2a840c56e4f2
20	M	4	158382	97	71e48d0c010bf6ccff54d7e992232c6a84655c7ead1f5f4c94b53a788e99d6af
21	M	5	166301	101	adb5fd374f7dec0ceef1f31ea363c3bb75779698c6fd942a6a4a9f4c3b491dd1
22	M	6	174220	105	7e704fe29465caa5e4f36d97eadb8603bc0d7d017b26cfa414f6252520c6dddd
23	M	7	182139	109	f8cd0cfdc0160a465c76344ec770fd91087863fa83488a4ad37603cf0854d32e
24	M	0	190058	113	f765a4089f8ccdacd43e0743bc0108e749d52d20b7cddd337aa78d741c98c782
25	M	1	197977	117	0eada470a75aff2b36ba0cd4396b1bc68307d6ec5720df0955f82dc1379508dd
26	M	2	205896	121	6b11ce0af67cee94d9e79cc74bac30d07cc4395f9b289e668e4de73f7ecb801b
27	M	3	213815	125	e73e172741a7f1bd18b44d3b04211f19aa11d31408bf076723d0baeceb8462a8
28	M	4	221734	129	9505c75107d2e194df4069a2b78bacb2ae96258c0dce6d3d04726007df3e490a
29	M	5	229653	133	3146a0c3af016a74581e07b30080aac322d31900a903d2bed15be9dea4a0f5a5
30	M	6	237572	137	771c5f8e683489f77abe67a20afa5f17f939d7bd2a8742961692e8bc79bfc25d
31	M	7	245491	141	b656427ab5d1fc631dde702e5da1e432b15d848a5891d9458bd6390147bbc2e9
32	M	0	253410	145	a26c77f8eef7d14032cbecc21253e0ed4b46afa3a623995b24c37a099a12ff0c
33	M	1	261329	149	d6c9d056be0724435d9c454ea47458078ed67cfd5243ee5cb86a28983e0c9161
34	M	2	269248	153	e2a7e7e44ca4a6fcc5ed67473212d4f23756028bdf24aa0e18cc8919f1f3a9e8
35	M	3	277167	157	43ed8333edf778b944875f638a3f8ad9a2770e9eca4699634862c098427edb7b
36	M	4	285086	161	cd75c0537edf88e1ad1df3d6ba72927012b671b28cf7887eec11b114c5504b37
37	M	5	293005	165	329d29901cb5ff4af00442a04aab6c918e3cacd2feec223beaf3036c10425a9e
38	M	6	300924	169	07b066ea4dad5f21bf9649519e4f08957c835825a95743e2a47814dad26f56d9
